Time (Sec);S29;S10;S11;S12;S13;S31;S34;S36;S37;S38;S39;S40;S41;S42;S43;S44;S45;S46;S47;S48;S49;S50;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10634000000000002;19160.0;98.94599999999998;98.94599999999998;98.87735999999998;98.87735999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.60279999999999;98.94599999999998;98.94599999999998;98.94599999999998;98.94599999999998;98.60279999999999;98.94599999999998;98.94599999999998;98.94599999999998;
0.2063400000000001;19160.0;98.94549999999997;98.94549999999997;98.87685999999997;98.87685999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.60229999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.94549999999997;98.60229999999997;98.94549999999997;98.94549999999997;98.94549999999997;
0.3063399999999999;19160.0;98.94499999999995;98.94499999999995;98.87635999999995;98.87635999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.60179999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.94499999999995;98.60179999999995;98.94499999999995;98.94499999999995;98.94499999999995;
0.4063399999999994;19160.0;98.94449999999993;98.94449999999993;98.87585999999993;98.87585999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.60129999999994;98.94449999999993;98.94449999999993;98.94449999999993;98.94449999999993;98.60129999999994;98.94449999999993;98.94449999999993;98.94449999999993;
0.506339999999999;19160.0;98.94399999999992;98.94399999999992;98.87535999999992;98.87535999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.60079999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.94399999999992;98.60079999999992;98.94399999999992;98.94399999999992;98.94399999999992;
0.6063399999999991;19160.0;98.9434999999999;98.9434999999999;98.8748599999999;98.8748599999999;98.9434999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.6002999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.9434999999999;98.6002999999999;98.9434999999999;98.9434999999999;98.9434999999999;
0.7063399999999992;19160.0;98.94299999999988;98.94299999999988;98.87435999999988;98.87435999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.59979999999989;98.94299999999988;98.94299999999988;98.94299999999988;98.94299999999988;98.59979999999989;98.94299999999988;98.94299999999988;98.94299999999988;
0.8063399999999993;19160.0;98.94249999999987;98.94249999999987;98.87385999999987;98.87385999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.59929999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.94249999999987;98.59929999999987;98.94249999999987;98.94249999999987;98.94249999999987;
0.9063399999999994;19160.0;98.94199999999985;98.94199999999985;98.87335999999985;98.87335999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.59879999999986;98.94199999999985;98.94199999999985;98.94199999999985;98.94199999999985;98.59879999999986;98.94199999999985;98.94199999999985;98.94199999999985;
1.0063399999999996;19160.0;98.94149999999983;98.94149999999983;98.87285999999983;98.87285999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.59829999999984;98.94149999999983;98.94149999999983;98.94149999999983;98.94149999999983;98.59829999999984;98.94149999999983;98.94149999999983;98.94149999999983;
1.1063399999999997;19160.0;98.94099999999982;98.94099999999982;98.87235999999982;98.87235999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.59779999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.94099999999982;98.59779999999982;98.94099999999982;98.94099999999982;98.94099999999982;
1.2063399999999997;19160.0;98.9404999999998;98.9404999999998;98.8718599999998;98.8718599999998;98.9404999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.5972999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.9404999999998;98.5972999999998;98.9404999999998;98.9404999999998;98.9404999999998;
1.3063399999999998;19160.0;98.93999999999978;98.93999999999978;98.87135999999978;98.87135999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.59679999999979;98.93999999999978;98.93999999999978;98.93999999999978;98.93999999999978;98.59679999999979;98.93999999999978;98.93999999999978;98.93999999999978;
1.40634;19160.0;98.93949999999977;98.93949999999977;98.87085999999977;98.87085999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.59629999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.93949999999977;98.59629999999977;98.93949999999977;98.93949999999977;98.93949999999977;
1.50634;19160.0;98.93899999999975;98.93899999999975;98.87035999999975;98.87035999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.59579999999976;98.93899999999975;98.93899999999975;98.93899999999975;98.93899999999975;98.59579999999976;98.93899999999975;98.93899999999975;98.93899999999975;
